src,ax,ay,z,r
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p60_ay0p83\cycle_rows_r.csv,2.6,0.83,0.3233245112409454,-0.0300959811741199
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p62_ay0p90\cycle_rows_r.csv,2.62,0.9,1.4975636036963882,-0.1750648060916591
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p62_ay0p91\cycle_rows_r.csv,2.62,0.91,1.6746440119196842,-0.1969267410766106
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p62_ay0p92\cycle_rows_r.csv,2.62,0.92,1.849809592482484,-0.2185522758960036
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p64_ay0p92\cycle_rows_r.csv,2.64,0.92,1.7279247915612768,-0.2035046621022003
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\verify_e_ax2p520_ay0p733\cycle_rows_r.csv,2.52,0.733,-1.159587691810512,0.1537048791454773
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\verify_mu_ax2p604_ay0p8175\cycle_rows_r.csv,2.604,0.8175,-0.1212890940891334,0.0029371332290832
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\verify_t_ax2p457_ay0p855\cycle_rows_r.csv,2.457,0.855,1.2808767858996457,-0.2006665214331893
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\verify_e_ax2p4957_ay0p7250\cycle_rows_r.csv,2.4957,0.725,-1.3309900120505038,0.1741418388971623
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\verify_mu_ax2p5020_ay0p7875\cycle_rows_r.csv,2.502,0.7875,-0.0245080109417806,0.0128466123172027
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\verify_t_ax2p6058_ay0p909906\cycle_rows_r.csv,2.6058,0.90990625,1.6642377877169634,-0.1956420128605346
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\verify_tau_ax2p5143_ay0p8250\cycle_rows_r.csv,2.5143,0.825,0.6527306011492797,-0.0707636902305738
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\verify_c_ax2p5599_ay0p8325\cycle_rows_r.csv,2.5599,0.8325,0.5075526531008048,-0.0528403587150838
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\verify_b_ax2p5128_ay0p83625\cycle_rows_r.csv,2.5128,0.83625,0.882734795707197,-0.0991594726784585
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\verify_u_ax2p5089_ay0p74475\cycle_rows_r.csv,2.5089,0.74475,-0.978686378362488,0.13064725238741465
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\verify_d_ax2p5359_ay0p76300\cycle_rows_r.csv,2.5359,0.763,-0.7585394955387132,0.10346843070001385
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\verify_s_ax2p5980_ay0p81500\cycle_rows_r.csv,2.598,0.815,-0.07867087767399361,0.019533433761645604
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\verify_e_ax2p5863_ay0p755219\cycle_rows_r.csv,2.5863,0.755219,-1.2465360969601202,0.16371535513503777
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\verify_mu_ax2p435475_ay0p77150\cycle_rows_r.csv,2.435475,0.7715,0.08003577314828812,-6.011990568592662e-05
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\verify_c_ax2p5764_ay0p83850\cycle_rows_r.csv,2.5764,0.8385,0.5198602730778195,-0.054359828827315035
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\verify_tau_ax2p5716_ay0p84150\cycle_rows_r.csv,2.5716,0.8415,0.6083006748281559,-0.06527847495258687
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\verify_b_ax2p5677_ay0p85150\cycle_rows_r.csv,2.5677,0.8515,0.8251454681680981,-0.09204962835903924
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\verify_t_ax2p5578_ay0p90200\cycle_rows_r.csv,2.5578,0.902,1.8245481598164142,-0.21543355822354404
